-3.000000000000000000e+00,2.140066163496270768e+00
-2.993993993993993907e+00,2.135821879377771015e+00
-2.987987987987987815e+00,2.131568064528927220e+00
-2.981981981981982166e+00,2.127304674010048302e+00
-2.975975975975976073e+00,2.123031662551096321e+00
-2.969969969969969981e+00,2.118748984548359804e+00
-2.963963963963963888e+00,2.114456594061075112e+00
-2.957957957957957795e+00,2.110154444808009178e+00
-2.951951951951952147e+00,2.105842490163997827e+00
-2.945945945945946054e+00,2.101520683156437030e+00
-2.939939939939939961e+00,2.097188976461731080e+00
-2.933933933933933869e+00,2.092847322401691468e+00
-2.927927927927927776e+00,2.088495672939892245e+00
-2.921921921921922127e+00,2.084133979677974313e+00
-2.915915915915916035e+00,2.079762193851902197e+00
-2.909909909909909942e+00,2.075380266328173295e+00
-2.903903903903903849e+00,2.070988147599972962e+00
-2.897897897897897757e+00,2.066585787783282946e+00
-2.891891891891892108e+00,2.062173136612934776e+00
-2.885885885885886015e+00,2.057750143438611623e+00
-2.879879879879879923e+00,2.053316757220797317e+00
-2.873873873873873830e+00,2.048872926526670302e+00
-2.867867867867867737e+00,2.044418599525942071e+00
-2.861861861861862089e+00,2.039953723986640544e+00
-2.855855855855855996e+00,2.035478247270833041e+00
-2.849849849849849903e+00,2.030992116330297304e+00
-2.843843843843843811e+00,2.026495277702127229e+00
-2.837837837837837718e+00,2.021987677504282210e+00
-2.831831831831832069e+00,2.017469261431075189e+00
-2.825825825825825977e+00,2.012939974748595873e+00
-2.819819819819819884e+00,2.008399762290076662e+00
-2.813813813813813791e+00,2.003848568451187973e+00
-2.807807807807807698e+00,1.999286337185272711e+00
-2.801801801801801606e+00,1.994713011998513030e+00
-2.795795795795795957e+00,1.990128535945029808e+00
-2.789789789789789864e+00,1.985532851621912842e+00
-2.783783783783783772e+00,1.980925901164183545e+00
-2.777777777777777679e+00,1.976307626239684367e+00
-2.771771771771771586e+00,1.971677968043897389e+00
-2.765765765765765938e+00,1.967036867294689406e+00
-2.759759759759759845e+00,1.962384264226981312e+00
-2.753753753753753752e+00,1.957720098587343749e+00
-2.747747747747747660e+00,1.953044309628514164e+00
-2.741741741741741567e+00,1.948356836103834144e+00
-2.735735735735735918e+00,1.943657616261610377e+00
-2.729729729729729826e+00,1.938946587839389890e+00
-2.723723723723723733e+00,1.934223688058156032e+00
-2.717717717717717640e+00,1.929488853616438959e+00
-2.711711711711711548e+00,1.924742020684339749e+00
-2.705705705705705899e+00,1.919983124897468585e+00
-2.699699699699699806e+00,1.915212101350793006e+00
-2.693693693693693714e+00,1.910428884592396903e+00
-2.687687687687687621e+00,1.905633408617147362e+00
-2.681681681681681528e+00,1.900825606860266470e+00
-2.675675675675675436e+00,1.896005412190810091e+00
-2.669669669669669787e+00,1.891172756905048491e+00
-2.663663663663663694e+00,1.886327572719746382e+00
-2.657657657657657602e+00,1.881469790765347261e+00
-2.651651651651651509e+00,1.876599341579050284e+00
-2.645645645645645416e+00,1.871716155097785883e+00
-2.639639639639639768e+00,1.866820160651083693e+00
-2.633633633633633675e+00,1.861911286953833011e+00
-2.627627627627627582e+00,1.856989462098934229e+00
-2.621621621621621490e+00,1.852054613549835693e+00
-2.615615615615615397e+00,1.847106668132958429e+00
-2.609609609609609748e+00,1.842145552030004074e+00
-2.603603603603603656e+00,1.837171190770141793e+00
-2.597597597597597563e+00,1.832183509222080176e+00
-2.591591591591591470e+00,1.827182431586009237e+00
-2.585585585585585378e+00,1.822167881385422072e+00
-2.579579579579579729e+00,1.817139781458807501e+00
-2.573573573573573636e+00,1.812098053951209931e+00
-2.567567567567567544e+00,1.807042620305661096e+00
-2.561561561561561451e+00,1.801973401254474139e+00
-2.555555555555555358e+00,1.796890316810398458e+00
-2.549549549549549710e+00,1.791793286257638007e+00
-2.543543543543543617e+00,1.786682228142722151e+00
-2.537537537537537524e+00,1.781557060265234860e+00
-2.531531531531531432e+00,1.776417699668391581e+00
-2.525525525525525339e+00,1.771264062629467340e+00
-2.519519519519519690e+00,1.766096064650068076e+00
-2.513513513513513598e+00,1.760913620446244110e+00
-2.507507507507507505e+00,1.755716643938447064e+00
-2.501501501501501412e+00,1.750505048241316253e+00
-2.495495495495495319e+00,1.745278745653304542e+00
-2.489489489489489671e+00,1.740037647646128116e+00
-2.483483483483483578e+00,1.734781664854045058e+00
-2.477477477477477485e+00,1.729510707062958286e+00
-2.471471471471471393e+00,1.724224683199333308e+00
-2.465465465465465300e+00,1.718923501318934566e+00
-2.459459459459459651e+00,1.713607068595372374e+00
-2.453453453453453559e+00,1.708275291308456456e+00
-2.447447447447447466e+00,1.702928074832356753e+00
-2.441441441441441373e+00,1.697565323623559941e+00
-2.435435435435435281e+00,1.692186941208625450e+00
-2.429429429429429632e+00,1.686792830171729651e+00
-2.423423423423423539e+00,1.681382892141999319e+00
-2.417417417417417447e+00,1.675957027780628161e+00
-2.411411411411411354e+00,1.670515136767770858e+00
-2.405405405405405261e+00,1.665057117789210173e+00
-2.399399399399399613e+00,1.659582868522794019e+00
-2.393393393393393520e+00,1.654092285624635172e+00
-2.387387387387387427e+00,1.648585264715072496e+00
-2.381381381381381335e+00,1.643061700364383926e+00
-2.375375375375375242e+00,1.637521486078248545e+00
-2.369369369369369593e+00,1.631964514282952194e+00
-2.363363363363363501e+00,1.626390676310329297e+00
-2.357357357357357408e+00,1.620799862382442003e+00
-2.351351351351351315e+00,1.615191961595978221e+00
-2.345345345345345223e+00,1.609566861906375212e+00
-2.339339339339339574e+00,1.603924450111656519e+00
-2.333333333333333481e+00,1.598264611835975346e+00
-2.327327327327327389e+00,1.592587231512861079e+00
-2.321321321321321296e+00,1.586892192368161369e+00
-2.315315315315315203e+00,1.581179376402670034e+00
-2.309309309309309555e+00,1.575448664374439645e+00
-2.303303303303303462e+00,1.569699935780763722e+00
-2.297297297297297369e+00,1.563933068839832963e+00
-2.291291291291291277e+00,1.558147940472043969e+00
-2.285285285285285184e+00,1.552344426280963363e+00
-2.279279279279279535e+00,1.546522400533936192e+00
-2.273273273273273443e+00,1.540681736142327285e+00
-2.267267267267267350e+00,1.534822304641394242e+00
-2.261261261261261257e+00,1.528943976169775842e+00
-2.255255255255255165e+00,1.523046619448592764e+00
-2.249249249249249516e+00,1.517130101760149508e+00
-2.243243243243242979e+00,1.511194288926225093e+00
-2.237237237237237331e+00,1.505239045285954091e+00
-2.231231231231231238e+00,1.499264233673268665e+00
-2.225225225225225145e+00,1.493269715393915620e+00
-2.219219219219219497e+00,1.487255350202017601e+00
-2.213213213213212960e+00,1.481220996276177537e+00
-2.207207207207207311e+00,1.475166510195119685e+00
-2.201201201201201219e+00,1.469091746912839502e+00
-2.195195195195195126e+00,1.462996559733273916e+00
-2.189189189189189033e+00,1.456880800284459765e+00
-2.183183183183182940e+00,1.450744318492179774e+00
-2.177177177177177292e+00,1.444586962553079168e+00
-2.171171171171171199e+00,1.438408578907241386e+00
-2.165165165165165106e+00,1.432209012210211574e+00
-2.159159159159159014e+00,1.425988105304448528e+00
-2.153153153153152921e+00,1.419745699190197330e+00
-2.147147147147147273e+00,1.413481632995765347e+00
-2.141141141141141180e+00,1.407195743947184496e+00
-2.135135135135135087e+00,1.400887867337252235e+00
-2.129129129129128994e+00,1.394557836493925285e+00
-2.123123123123122902e+00,1.388205482748057662e+00
-2.117117117117117253e+00,1.381830635400463692e+00
-2.111111111111111160e+00,1.375433121688286020e+00
-2.105105105105105068e+00,1.369012766750660415e+00
-2.099099099099098975e+00,1.362569393593644262e+00
-2.093093093093092882e+00,1.356102823054405659e+00
-2.087087087087087234e+00,1.349612873764641119e+00
-2.081081081081081141e+00,1.343099362113209683e+00
-2.075075075075075048e+00,1.336562102207961900e+00
-2.069069069069068956e+00,1.330000905836739022e+00
-2.063063063063062863e+00,1.323415582427522219e+00
-2.057057057057057214e+00,1.316805939007715143e+00
-2.051051051051051122e+00,1.310171780162522115e+00
-2.045045045045045029e+00,1.303512907992418368e+00
-2.039039039039038936e+00,1.296829122069669493e+00
-2.033033033033032844e+00,1.290120219393883216e+00
-2.027027027027027195e+00,1.283385994346568859e+00
-2.021021021021021102e+00,1.276626238644669842e+00
-2.015015015015015010e+00,1.269840741293052577e+00
-2.009009009009008917e+00,1.263029288535910233e+00
-2.003003003003002824e+00,1.256191663807062486e+00
-1.996996996996996954e+00,1.249327647679112419e+00
-1.990990990990991083e+00,1.242437017811435007e+00
-1.984984984984984990e+00,1.235519548896960584e+00
-1.978978978978978898e+00,1.228575012607721728e+00
-1.972972972972973027e+00,1.221603177539126728e+00
-1.966966966966966934e+00,1.214603809152924097e+00
-1.960960960960961064e+00,1.207576669718823492e+00
-1.954954954954954971e+00,1.200521518254728859e+00
-1.948948948948948878e+00,1.193438110465550483e+00
-1.942942942942943008e+00,1.186326198680549782e+00
-1.936936936936936915e+00,1.179185531789175956e+00
-1.930930930930931044e+00,1.172015855175352339e+00
-1.924924924924924952e+00,1.164816910650162018e+00
-1.918918918918918859e+00,1.157588436382892549e+00
-1.912912912912912988e+00,1.150330166830383805e+00
-1.906906906906906896e+00,1.143041832664632551e+00
-1.900900900900900803e+00,1.135723160698603573e+00
-1.894894894894894932e+00,1.128373873810185612e+00
-1.888888888888888840e+00,1.120993690864244607e+00
-1.882882882882882969e+00,1.113582326632712283e+00
-1.876876876876876876e+00,1.106139491712647915e+00
-1.870870870870870784e+00,1.098664892442217100e+00
-1.864864864864864913e+00,1.091158230814516683e+00
-1.858858858858858820e+00,1.083619204389182133e+00
-1.852852852852852950e+00,1.076047506201709858e+00
-1.846846846846846857e+00,1.068442824670417624e+00
-1.840840840840840764e+00,1.060804843500974926e+00
-1.834834834834834894e+00,1.053133241588420033e+00
-1.828828828828828801e+00,1.045427692916586437e+00
-1.822822822822822930e+00,1.037687866454859886e+00
-1.816816816816816837e+00,1.029913426052168068e+00
-1.810810810810810745e+00,1.022104030328128355e+00
